review,sentiment
"While I was watching this movie I never thought I'd be defending it. It's honest enough from the begininning about not having much of a plot. There's no real characters to latch onto except the killer. Some of the acting can be better, but most of it is capable.<br /><br />I know, a three out of ten isn't stellar, but there are reviews saying it was shot poorly and completely useless, etc. I think it set out to do what it's supposed to fairly well. The lighting is minimal at times, more natural than most audiences are used to, but it's supposed top look like a camcorder snuff film. In fact, at times the quality is probably still too high to be true to that, but nobody would make it through tne minutes of camera work that's truly that bad.<br /><br />It's not particularly scary, but it is disturbing at times. There are one or two characters who don't come across as believable at all and the soundtrack does get tiring at times, but overall it was put together cleaner than a lot of camcorder movies.",negative
"ok we have a film that some are calling one of the best movies ever..but i'm sitting here thinking hell the f!, the storys sux{ which there is no story], the diolouge is quite plain, artisticly nothing great!, and the acting is nothing real out standing, so if you want to pretend to be arty say you like it, but if you have a real view say you don't like it or if you did explain why!",negative
"Anyone who thinks Kool Moe Dee, Carol Alt, and Corey Feldman comprise a list of good actors must be smoking something I'd love to try sometime. Where to begin: lousy soundtrack, hammy acting, ""action"" in places. This is the typical amateurishly written hack fodder that washed-up has-been and never-was's love to star in. I actually felt embarrassed for the ""stars"" in this ""film"". The only thespian missing to top this turd was Gary Coleman, who if he would have been in the movie, would have made it at least somewhat howlingly bad, rather than just plain bad.<br /><br />There was one part in the film where Carol Alt screamed, ""DO YOU THINK I'M AN IDIOT?!?"" Yes, Carol, I do, your agent does, and PLEASE for the love of all that is decent and holy... GO AWAY and stop degrading yourself like this! This film is something Anna Nicole Smith would take part in.<br /><br />I would tell you what the plot was, but that would be one more sentence fragment to this article, plus my mind drifted many times during the movie anyway, so I barely paid attention.",negative
i was like watching it right and i was all like oh this is so totally awesome-full and then i was all like ya quite good indeed so i really enjoyed all the amazing dangers and all the British people and i think that the doctor is very a good doctor in his way of doing such wonderful doctor-y things and he was a very strange man and i was like maybe i won't like this guy because hes a new doctor and i like the old doctor thats not this guy but then i watched him and i was like oh this is awesome and i liked it so then i watched and enjoyed the great evil enemies and the great conquering of the evil guys and the happy doctor who is quite scary and happy looking,positive
I saw this on a boring Sunday morning just this morning. Well I was drawn to the fact that it's an outdoor movie.. I was hoping to find some nice sceneries but it the views where just limited.. They just go back and forth in the same spot all over again.. I hate it when they're using this so called hi-tech stuffs like the this Motorola blue-tooth headset they're using to eliminate the use of a walkie talkie it was just so funny.. they look like amateurs. And they where like advertising those badly designed alien-ware Laptops that could link up to a satellite to find people.. I couldn't say more about this TV-movie.. The ending was bad that it looks like they cut it short eliminating the use of rescue helicopters and etc.. */**********,negative
"After seeing Forever Hollywood, it would be natural to want to see a John Waters film. At least, one get to say that they have joined the legions of cinema cognoscenti who have experienced the unique cinematic stylings of perhaps the best known non-mainstream director. It's worth the effort, and PF is a lot better than Eraserhead,and there is a certain campiness about his films which his followers find addicting.",negative
"Having read another review, I thought this movie would actually be good. I do enjoy the ""B"" movies, but this couldn't even be classed as such. The photography is probably the only half-way decent thing in the movie. But the editing left much to be desired. It was very choppy and staccato. Whoever chose the music and sound did a terrible job. The music was awful, specially anything atmospheric or scene setting. If the acting had been better, they could have pulled the movie off. Unfortunately, I've seen better acting in porn flicks. If you want to see a ""B"" vampire movie, check out 'Blood Ties'. You'll be much more entertained.",negative
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"Long, boring, blasphemous. Never have I been so glad to see ending credits roll.",negative
I wasn't planning on watching wasted when I saw the MTV preview but since I had nothing better to do or watch on a Sunday night I watched it.<br /><br />Wasted was no Requiem for a Dream but it was a very good movie considering it was made by MTV. One thing that drew me to watching it was Summer Pheonix the sister of the late and wonderful River Pheonix stared. I suppose talent runs in the Pheonix family because she was good and so is Jaquien though niether are River. Nick Stahl also gives a great preformance as a junky jock. There isn't much else to say about wasted. It was a dark depressing and insightful look into the lives of three small town junkies. I recomend it to those who like the subject. 8/10,positive
"This film was the first British teen movie to actually address the reality of the violent rock and roll society, rather than being a lucid parody of 1950s teenage life. In an attempt to celebrate the work of Liverpool's Junior Liaison Officers the opening title points out that 92% of potential delinquents, who have been dealt with under this scheme, have not committed a second crime. However, this becomes merely a pretext to the following teen-drama until the film's epilogue where we are instructed that we shouldn't feel responsible or sorry for such delinquents however mixed-up they might seem.<br /><br />Stanley Baker plays a tough detective who reluctantly takes on the post of Juvenile Liaison Officer. This hard-boiled character is a role typical of Baker. Having been currently on the trail of a notorious arsonist known as the firefly and does not relish the distraction of the transfer. However, as in all good police dramas he is led back full circle by a remarkable turn of events, back to his original investigation.<br /><br />His first case leads him to the home of two young children, Mary and Patrick Murphy (played by real-life brother and sister duo), who have committed a petty theft. Here he meets Cathie (satisfyingly portrayed by Anne Heywood) their older sister whom he eventually becomes romantically involved with. It quickly becomes obvious that the squalid environment of such inner-city estates is a breeding ground for juvenile delinquency.<br /><br />The elder brother of the Murphy family, Johnny, is the leader of a gang of rock and roll hoodlums. McCallum does an eye-catching turn as the Americanized mixed-up kid, who owes more to the likes of Marlon Brando, than any previous British star. One is reminded of Brando's character Johnny from 'The Wild One' who led a leather-clad gang of rebellious bikers in much the same way as this film's 'Johnny' leads his gang.<br /><br />Thankfully the preachiness of earlier Dearden crime dramas such as 'The Blue Lamp' is not so apparent. Instead we are presented with several well drawn-out characters on both sides of the law as the drama of the delinquents and the romantic interest between Heywood and Baker takes the forefront.<br /><br />The plot, whilst at times predictable, does deliver some memorable scenes. The disruptive influence that rock and roll music was thought to have had is played out in a scene where Johnny abandons himself to the music, leading a menacing advance on the police sergeant. The most grippingly memorable piece of film however is the climatic classroom scene where a bunch of terrified school children, including Mary and Patrick, are held hostage at gunpoint by Johnny. Obviously in the light of the real-life Dumblaine Massacre this scene seems all the horrifying. Understandably because of this the film is seldom aired or available to modern audiences.",positive
"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Alice, having defeated Freddy at the end of the last film, is now trying to re-adjust her life. But her unborn child is carrying a demonous presence- Freddy, trying to come out into their world again.<br /><br />It's interesting to note the directors who got their big breaks directing Freddy films- Charles Russell (Eraser, The Mask) Renny Harlin (The Long Kiss Goodnight, Cutthroat Island, Cliffhanger, Die Hard 2) and here Stephen Hopkins (Lost in Space, Predator 2.) But while Russell and Harlin made a good job of it, Hopkins IMO has made something of a podge with this entry, that should be quickly forgotten.<br /><br />The story is clearly being stretched as far as it can go here, with Freddy ludicrously a father himself and the ridiculous looking demon baby. Even at about an hour and a half, it all gets rather tiresome, and of course, not scary at all.<br /><br />The ""bon appetit, bitch"" catch-phrase is the only memorable point of this other wise very forgettable entry. *",negative
"Basil Rathbone and Nigel Bruce as Sherlock Holmes and Dr. Watson respectively, the second of the Universal series, where it's again established by means of a written prologue that the famed detective is legendary and spans time. This helps to comfortably set things up here in the ""present"" era of the early 1940's.<br /><br />In this offering, Holmes goes through a few different disguises (with Rathbone's very prominent features, is it likely that people really wouldn't recognize his true identity?) as he protects a physicist from the hands of the Nazis as well as from Holmes' greatest nemesis Professor Moriarty (now played by Lionel Atwill). The scientist has developed a bomb sight which will greatly aid in aerial bombardment, and he's promised his plans to the British. But Moriarty wants to get hold of it so he can sell them to the Nazis.<br /><br />A good entry boosted a bit by the participation of the properly villainous Atwill now cast as Moriarty (though George Zucco was no slouch himself in THE ADVENTURES OF SHERLOCK HOLMES). It's always intriguing watching Holmes and his greatest enemy engaging in witty banter together (""the needle to the last, eh, Holmes?"").",positive
"Low-budget murder mystery about a Public Defender trying to clear his client of a murder the man had been convicted of 12 years previously. Complicating things is the fact that he escaped custody after his conviction, but the PD believes the man to be innocent of the murder and works to find the real killer. Gig Young as the PD is okay, and James Anderson as the convicted killer is actually pretty good, but the picture as a whole just rambles along with little suspense, and despite some good character actors in the cast, the performances are generally below par. Director George Archainbaud was apparently more at home making westerns--he was churning out Gene Autry's TV series at Columbia at around this time--but even if he had tried to inject any liveliness into this picture, the hack script would have defeated his attempts. Average at best, the film climaxes with a courtroom scene that's straight out of an episode of ""Perry Mason"" and is just as predictable.",negative
"Lovingly crafted and terribly interesting to watch Garfield's gritty, breakthrough performance (introducing a new kind of rebellious acting style that would carry over to the Brandos and Clifts and so on after the war) but all that sisterly affection is a bit suffocating. Priscilla Lane is a bright, engaging performer but the other sisters don't really register (though they're all allowed to be tart and witty) and I just had a hard time buying any of the other male characters besides Garfield. Jeffrey Lynn is a pleasant enough actor, but he lacks the movie star weight to match up with Garfield's hard luck Mickey Borden and that throws the film a bit out of whack. (Imagine a Jimmy Stewart or someone in the part.) Also, I was not convinced that Garfield would make the pivotal (to say the least) final decision that he made. The film needed another half hour of running time to better explain that action; it feels awfully rushed and under-motivated.<br /><br />Still, it's not hard to understand how anybody who grew up with this picture would remember it fondly. It falls short of being a classic, but it does contain a few classic moments. The two gate swinging scenes are pure movie magic.",positive
"I thought this had the right blend of character, plot, futuristic stuff and special effects without going over board. It will take a while to get going, but the acting was good and I was intrigued by the angel who is not to hard to look at. I like the attitude too! Certainly not like other attempts at futuristic stories.",positive
"I had a heck of a good time viewing this picture, and was splendidly surprised at its more erudite features. First off, the film is undeniably cheaply-made with its cardboard sets, limited settings, and creative scientific props. The acting ranges from very poor(the two strippers), barely professional(Herb Evers as the leading man), gothic overstatement(Leslie Daniels as the assistant Kurt)to first-rate with Virginia Leith in the title role as the headless victim alive against her will for the benefit of science and her fiancee's lustful passions. The scripting though is very good and the dialogue is fantastic for a movie of this ilk. Issues abound about what role science and medicine have in our lives and what their boundaries should be. This film is a thinking film in many ways. However, don't be too fooled by its real intent. It is a sleazy story about a man obsessed with his aptitude in medical science who wishes to fuse together his dead girlfriend's head with the perfect body, thereby creating the perfect woman for a man with the best of both body and soul. One other very bright aspect of the film is the sax music which resonates strongly every time the doctor scours town for female beauties.",positive
"I had watched several days film shooting of this movie that summer,the end result was just two scenes in the movie. The location was Sylvan Lake in the Black Hills. Bring the wagon,stop the wagon etc . So this Dakota youth looked forward to seeing the movie and was not disappointed. The local buffalo herd was being culled so the shooting scenes were for real. (yes Doris, animals were hurt during filming) I think the ending was copied by Jack Nicholson in the Shining? A great western/social comment from the 50's. This should be in the same class as High Noon for real western drama or used as a social statement like Blackboard Jungle or Rebel Without A Cause was for 50's youth.",positive
"I really have problems rating this movie. It is directed brilliantly, there is obviously a lot of money in it. Gere and Danes are intense (although her screen personality could use a bit more defining and spicing up), editing and cinematography are excellent. On the other hand, it is one of those really really sick movies where one cannot help but wonder whether the director himself likes to stage specific scenes, and, yes, one cannot help but wonder how many copycats will such a movie inspire.<br /><br />In purely artistic terms, it is a 9, but I really have to ask myself who these people are giving their money to produce such a movie ....",negative
"I don't expect a lot from ghost stories, but I do expect a story to make a bit of sense! Is that asking too much from the screenwriters and filmmakers? When the bad guy, all of the sudden, becomes a homicidal maniac solely because a bunch of crows start pecking him, then I have a problem spending $9.00 for a ticket! Alfred Hitchcock would be spinning in his grave. Didn't anyone learn anything in their college Film 101 class? A good movie has at its roots an INTERESTING story!<br /><br />Here are some of the ridiculous messages in this movie: If you have desperate financial problems move from Chicago to the middle of no-where in North Dakota to grow Sunflowers (I kid you not!). If your toddler has serious neurological problems from a car accident move away from some of the best hospitals and speech therapists in the country to an isolated small town, which, at best, has a community hospital. Hire a drifter to live & work with you, out of the blue, without checking any references, when you have a teenage vixen daughter, a wife and toddler. ( I'm glad they're not my parents!) <br /><br />A town where everyone knows everything would have no problem missing a triple homicide, just outside of town. And, of course, blame the man's lunacy on a bad crop of Sunflowers! (Doesn't anything else grow in North Dakota?) A couple of days after you buy your rundown house - with huge vines growing everywhere - that it reminds you of Jack and the Beanstalk, a guy from the X-Files, ala Smoking Man, (I'm glad to see the cigarettes didn't get him, I guess he doesn't inhale!) will just suddenly sneak up on you while you're working to offer you the sale price of your home, plus 15% more, for absolutely no reason!<br /><br />I think you get the picture. I have seen so many godforsaken awful movies in the past month, it just blows my mind! Is it that difficult to make a movie that doesn't treat the audience like an idiot? I'm glad at least the crows in this sorry film turned out to have the some brains! I wish I could say the same for whomever thinks they are going to make money off this celluloid piece of trash!",negative
"Jon Cryer reprises his role as a neurotic guy in Two and a Half Men, which he perfected in this series. He longs to have a good relationship with a girl like his coworker has developed, and the tet-a-tet between him and his partner's girlfriend's best friend are pretty funny. Then they realize that they're attracted to each other and start dating. In one of the funniest lines on TV EVER -- I think in the final episode -- he and his partner are discussing that he wants to propose to the girl. <br /><br />His partner prepares him for the moment by suggesting: ""What's the worst that can happen? She says no.""<br /><br />Armed with newfound optimism, he proposes to his date over dinner. To which she replies, <br /><br />""GOD, no!""<br /><br />I laughed so hard I cried.",positive
"It is a tricky thing to play a queen. On the one hand, the actress has to be majestic and imperious, and on the other, she has to show vulnerability in a tough situation as well as the gathering of the courage and resolution to overcome the odds, since almost all movies about queens have that basic plot line. <br /><br />Emily Blunt is quite radiant as Victoria, but it's not as full a performance as I'd like, no blame to her. I can't help but feel like this is a Mills & Boon novel adaptation compared to a darker, more dramatic movie about another young queen, Elizabeth. Hence Blunt doesn't get to run the gamut of queenly emotions, at least not to the full extent, since she's, y'know, the young Victoria. To see the old Victoria, check out Mrs Brown.<br /><br />Jean-Marc Vallee is an interesting choice of director for the movie. He last did C.R.A.Z.Y., which was excellent and propelled him to fame. It was quite a different movie but I remember it looking gorgeous and that's probably the main similarity between the two movies. But while Vallee wrote C.R.A.Z.Y., this one was by Julian Fellowes, and though I really enjoyed his Gosford Park, the story for this movie was much less interesting. I soon got lost with all the governmental politics. Maybe it was less engaging because there was no potential beheading of the monarchy. I'm just saying.",positive
"This movie was a dismal attempt at recreating a crucial time in English history. The film version of Cromwell's growing involvement in the War is marginally accurate but the overall historical accuracy of this movie was way off. This film implies that the war was started over religious differences but the Civil War was in no way Catholic versus Protestant: both sides were Protestant. Cromwell was never present at the battle of Edgehill, nor did he ever ""save the day"". The royalists did not win, the battle ended in a draw.<br /><br />As another reviewer has noted, Cromwell was certainly not one of the ""Five Members"" who were to be removed from the House and arrested. <br /><br />Overall, this movie was decent. The producers tried WAY to hard and it didn't turn out so great. <br /><br />definitely could have been better.",negative
"****SPOILER ALERT**** All throughout Australia the summer turned into a deluge of rain and hail stones the size of baseballs that was causing havoc in coastal cities like Sydney. It's under these hectic conditions that tax lawyer David Burton, Richard Chamberlain,got involved in a case, as a defense attorney, involving the death of a local aborigine who was found dead outside a Sydney bar. <br /><br />Having five fellow aborigines arrested for Billy Cormans,Athol Compton, death it's determined by the police coroner that Billy died of drowning not by violence even though he had bruises on his neck and shoulders. Yet the court decided to prosecute the five for his death charging them with manslaughter instead of murder.<br /><br />David defending the five gets no help from them in their defense with the accused assailants opting to remain quite and keep what happened to Billy to themselves and take what's coming to them from the court. One of the defendants Chris, David Gulpili, begin to somehow invades David's dreams as if he want's to tell him what was really behind Billy's death.<br /><br />David at first not taking his dreams of Chris seriously begins to sense that their real when he meet him at the courthouse. Chris confirms David's dreams by showing him a strange looking black rock that David saw Chris have in his dreams. Later meeting Chris and, what turns out to be an aborigine shaman, Charlie (Nandjiwarna Amagula) who came to his house that evening David is told that he, like Charlie, has spiritual powers that he inherited from his mother's grandfather. Those powers will reveal to him the future that has to do with the strange weather conditions that are flooding the Australian continent. The earth,Chris tells David, is going through a gigantic cleansing cycle with the old world about to be washed away and the new world ready to take it's place.<br /><br />David is confused about what both Chris and Charlie are telling him but as the rains continue to increase and the ocean waves start to rise he feels that something terrible is going to happen. David want's to know if it's all aborigine folklore or there's some scientific facts, or logic, behind their end of world-like revelations.<br /><br />By now it's obvious that both Chris and Charlie are members of an aborigine tribe right in the heart of modern Sydney. That alone can get Chris off, as well as his four friends, for the murder of Billy. Since the Australian government will not prosecute tribal aborigines, leaving any justice to be done by the tribes themselves. Still Chris refuses to admit he's a member of a native tribe and he and his four friends are convicted of manslaughter in Billy's death with the sentences to be handed down by the judge within days.<br /><br />David now determined to find out what was the reason for Chris' silence, and why Billy had to die, is taken by Chris to the scene of the crime. It's there that David finds out that Billy betrayed Chris' tribe members by going there with Billy not being a member of Chris's aborigine tribe. It's also revealed to David that he himself has some kind of spiritual connection with the Austrailan aborigines as both Charlie and his step-father Rev. Burton,David Parslow, told him. <br /><br />The stage is now set for the great and final cleansing cycle that David's been seeing in both his night-time dreams and day-time visions. It comes in the form of a massive tidal wave rolling out of the Pacific Ocean into the Australian coast city of Sydney and then submerges the entire continent.",positive
"Firstly,I must admit that it isn't a good movie. And,I would never watch this movie if Pacino wasn't in it.<br /><br />The movie is about a publicist's strange 24 hours.And he is overworked,dizzy,sick and sometimes regretful.I don't like the character at all.It's really boring,after 20 minutes you may fall asleep.And I don't understand why Pacino wanted to be a part of this horrible movie.Just because of money or what?<br /><br />Since I'm an avid Pacino fan,I bought this 2002 movie People I Know.If you haven't bought it yet,don't even think about it,it's just a waste of time.",negative
"........and an extremely bad one at that!!! How long did this train-wreck last?? 14 episodes or something?? I can see why now.<br /><br />I bought the ""Serenity"" episode from Amazon Unboxed. It was my first purchase, so was free. That is the ONLY good thing about the experience (incident??)<br /><br />I won't comment really on the acting, since these were, I guess, fairly new people who hadn't really gotten the job down just right yet. At least I've never seen them before in any type of major show, theater or TV. If I did, then I have easily forgotten them.<br /><br />But the special effects were absolutely horrendous. True, this isn't exactly a multi-million $$ project, but the original Star Trek did better than this & that was THIRTY-FIVE YEARS ago. I especially got a laugh out of the bad guys (reapers or something like that) ship as it chased the hilarious looking Firefly, with smoke coming out of the engines looking something like a gigantic model rocket. I fully expected to eventually see the Wiley Coyote riding on top, while chasing after the Roadrunner. MODERN jet/rocket engines don't even do it that bad.<br /><br />And that wasn't even the worst of it. The wild-west type shoot-outs had me wondering if I was actually watching a sci-fi film or a Gene Autry one.<br /><br />Regardless of the hype, don't waste your time...I did...all 80-something minutes of the disaster called ""Firefly"".",negative
"almost 4 years after the events of 911, if asked what comes to mind about that day, most people would probably comment on things such as the sight of planes crashing into and the collapse of the twin towers, the scores of people being killed, acts of terrorism and heroism mixed together, etc. everyone who was alive at the time will never forget that day. yet for most of us the memories, although moving, are not on a personal level. now comes an extraordinary film which gives everyone who did not lose a friend or a family member a chance to become involved at a personal level in just what we lost on 911. this is a film that needs to be seen.",positive
"This was a highly original decent movie, and a brave move for all those involved. I don't care if it's not the most well put-together movie of all time, the fact that it has Eddie Murphy doing something non-formulaic, and that I don't know what will happen next, makes it a favorite of mine. I wish more movies were as imaginative as this one, rather than the same old formula for entertainment.",positive
"''The 40 Year Old Virgin'''made me laugh a lot. I don't care if it is considered to be a very sexual comedy, I just enjoyed many of the jokes and scenes present in this movie. Steve Carell is perfect as the virgin nerd Andy Stitzer and I think the scene where Andy has his chest hair removed by wax one of the coolest, specially because it is real. Many of the actors and actresses present in this movie are well known or already famous,by the way.<br /><br />Andy Stitzer has a peaceful life. He is a little bit strange and collects lots of toys, but seems harmless. One day, while playing poker with his friends of his work, they discover that Andy is in fact...virgin! And he is already 40 years old! After this surprising revelation, all his friends are trying to make Andy sleep with a woman...the problem is the confusions in which Andy gets in,specially now that he is really starting to like Trish, a woman he met when she was buying a DVD player in the store he works at.",positive
"Maybe it's just a personal affection for this screen version of the Mika Waltari novel, or a fondness for things Egyptian (I grew up loving to visit the mummies in Boston's Museum of Fine Arts) but I think Maltin is a tad tough on this rather good film. The production values are great regarding color and cinematography, and it appears some effort went into historical authenticity (much of it from the novel, I'm sure). Purdom is admittedly a bit stiff in the lead role, but one can accept this as part of Sinuhe's character. Victor Mature is, well, Victor Mature. Peter Ustinov is a delight to watch in this type of role, which he always did so well and so wittily. Bella Darvi's performance as Nefer is classically camp, and I find even Michael Wilding's rather dry portrayal of Akenaten to have its own appeal.<br /><br />The historical oddity of Akenaten's monotheism, a brief detour in ancient Egypt's theological history, is interesting, as is Akenaten himself, and well worth reading about; the religious wars portrayed here have a basis in fact.<br /><br />An interesting footnote regarding Darvi, whose birth name was Bayla Wegier: she was a Polish emigre who producer Darryl Zanuck and his wife Violet took under their wing (I believe they may even have adopted her). Her screen name Darvi is formed from Zannuck's and his wife's first names. She continued her acting career in France, but never achieved great success and, after a rather unhappy life, died at her own hand in 1971.<br /><br />Altogether this is an interesting film and enjoyable to watch for the visual values alone. American Movie Classics shows this occasionally in letterbox, which is essential to capturing the scope and sweep of the story.",positive
"THE RUNNING MAN, along with TOTAL RECALL, is my favorite Schwarzenegger movie. No, this isn't 2001, but it's not meant to be. And the acting and script here isn't even up to par with other Arnie movies like PREDATOR or THE TERMINATOR. But I submit that the IDEA behind this movie is one of the coolest ever to hit the big screen. A state-sponsored game show in which criminals convicted of serious crimes compete against ""heroic"" stalkers armed with all kinds of weapons (the runners are equipped with none) in order to satisfy the public's lust for sport and blood. The ultimate prize for a winning runner: freedom. Or so the rules claim.<br /><br />For a movie with such over-the-top gory death scenes and cheesy one-liners, it really does have a lot to say. Someone else has pointed out all the commentary on culture/government presented in this movie, so I won't go into it here. Suffice it to say that if you can look beyond the seemingly silly feel of the movie, you will enjoy it very much (especially if you're a big SF fan with a lot of imagination). Like I said, it's not trying to be a serious art film, but it IS surprisingly layered for a 80s shoot-em-up flick. The premise is borrowed from a Richard Bachman (aka Stephen King) short novel, but diverges fairly strongly from its source material, especially towards the end. (The book ends rather nihilistically; needless to say this movie doesn't.) I enjoyed both, but I like the movie better.<br /><br />My favorite line: ""Guess it's caused from steroids.""",positive
"As a South African, living in South Africa again after a 32 year stay in the UK, I am sorry to say that this movie is a huge disappointment. The three main problems I had with the movie was a) why Swank and Ejiofor - an American and a Nigerian - to play the leads. This country is bursting with talent and has no need of imports... b) Gillian Slovo has been trading off her Struggle credentials for years now. She's a very mediocre writer and even her novel doesn't stand up the flaccid direction of Mr Hooper... and c) Hilary Swank again, such a great actor, as proved in Million Dollar Baby (but that's Eastwood too), here dressed in the contemporary New York style whilst roaming freely around the poverty of the Karoo. Where was the consideration and sensitivity needed by the costumer and director? Yes, the film is ultimately moving - how could it not be? - but the overall mood at the conclusion is one of tremendous letdown. Heart's in the right place but needs a pace maker.",negative
"I was a little to old for this show I was 6 when it first came out. First off when I was a young child there were a few children's shows that were on sesame street which I did watch and learned from, but other than that there wasn't much else. My Cousins were all born a few years after me 7 years was the first one more came latter. Barney was a very big part of what they watched. When I first saw this show I told my grandmother how it doesn't teach anything just uses magic to fix everything. I was 9 at the time, how many 9 years old have any idea what is really going on with a TV show. More and more that I saw or heard what the teachings of Barney were the more and more I told people how bad the show was. The funny thing is my parents who had a young child in the mid to late 80's which was me by the way. They agreed and said the same thing as I did. The sad thing about this is my cousins who are older now 13 and such still agree with what they saw. Its not cheating its creative, its not right to think differently than what someone tells you to. Its o.k to steal if the person wont find out or mind that it is gone. Lets be honest with ourselves, Barney is out to make money not teach children anything. The more flashy the program the more inclined children will be to watching it. Children are stupid not because they are not educated they just do not know any better, second Barney put on a show and parents bought it. I never believed that TV could affect people the way Barney does. If you have a young child read to them watch a show that teaches them numbers, do not let them get involved in this show. Barney is like smoking once is to much, smoke a few and your hooked let your kid watch this show they are hooked and one day their kids will watch the same crap and buy the same crap you bought",negative
"I'll never understand why when a studio like Universal buys a musical it then butchers it when bringing it to screen. My first thought when seeing Ava Gardner and Robert Walker were starring I would be seeing something from MGM which did musicals best at that time. Boy was I wrong and disappointed.<br /><br />One Touch Of Venus which starred Mary Martin, Kenny Baker, and John Boles on Broadway ran for 567 performances in the 1943-1945 season and Gardner, Walker, and Tom Conway play the roles that Martin, Baker, and Boles did on stage. The Kurt Weill-Ogden Nash musical with book by Nash and S.J. Perelman was a comeback vehicle for Mary Martin who reestablished herself as the Queen of Broadway after a disappointing venture in Hollywood. <br /><br />Look at the names that went into this show. Given who was responsible for the book I expected to see some sparkling wit in this production. Instead I got a rather pedestrian screenplay, it was like all the wit was drained out of it. Doing her best to make up for it is Eve Arden playing her usual girl Friday role with Tom Conway, but it's even too much for Eve.<br /><br />The story concerns department store window dresser Robert Walker who kisses a very valuable statue of Venus who springs to life in the person of Ava Gardner. Of course when the statue goes missing, Conway yells for the law and is suspicious of Walker, the last person to be with the statue. <br /><br />The rest of the film is Walker dealing with Gardner and what will happen to both of them. For reasons I don't understand, Ava was of course dubbed by Eileen Wilson and Walker sings only a couple of lines. The singing is carried by Dick Haymes and Olga San Juan playing Walker's friends and coworkers. Of course on Broadway the songs were done by singers Mary Martin and Kenny Baker. You would kind of think that Haymes would be playing Walker's role at least. It was awkward to say the least.<br /><br />Only three songs survived from the score, Don't Look Now, But My Heart Is Showing, That's Him, and the incomparable Speak Low. Haymes's silken baritone is shown to best advantage in Speak Low which was sung as a duet by Martin and Baker on Broadway. For some reason the lyrics of one of the greatest men of verse of the last century, Ogden Nash, were done over by Ann Ronnell. I suspect the infamous Code was at work here.<br /><br />In Lee Server's biography of Ava Gardner he makes mention of a brief fling Ava had with Robert Walker when she had had a spat with her current man, Howard Duff. When Duff and Gardner reunited, Walker took it badly and didn't speak at all to Gardner off camera. I'm sure the fact that both of them were not in their best work didn't help matters either.<br /><br />Hopefully some repertoire company will do One Touch Of Venus and you'll get to see it the way, Weill, Nash, and Perelman wrote it.",negative
"""In Love and War"" is a simple feel-good TV-film, and should be viewed as such.<br /><br />(Possible spoiler)<br /><br />It is the story of a WWII British soldier, Newby, captured with his commando by the Italians and imprisoned in a former orphanage. As the Italians surrender to the Allies, the commando is freed, and attempts to flee. However, the Germans arrive and the commando is captured again. Only Newby, injured, remains at large. The rest of the film recounts how he is hidden and protected by the Partisans, and his survival.<br /><br />(End of spoiler)<br /><br />Based on a true story, ""In Love and War"" is a refreshingly straightforward film. Half comedy, half romance, the story is simple and unambiguous. The 'atmosfera' is warm and sunny, and the various stereotypes (the desperately unorganized or romantic Italians, the serious stern-looking Germans and the phlegmatic and pragmatic British), although unoriginal, are still humorous. Nicola Piovani's musical score also adds to the Mediterranean flavour.<br /><br />Although it is far from being a ""Tea With Mussolini"" or a ""La Vita E Bella"", ""In Love and War"" is a sweet simple film that will put a smile, and maybe even a little tan, on your face.",positive
"This isn't ""so bad it's good""--It's ""so bad, it violates the Geneva Convention's prohibition on cruel and unusual punishment""! Only by reading the Synopsis can you even figure out the ""plot"" of this Straight to Video disaster. It's a hodge-podge of grainy stock footage spliced together with some of the all-time worst acting you'll ever have the misfortune to see. Comparing this incompetent, turgid, humorless mess to ""Dead Men Don't Wear Plaid"" is like saying that ""Gigli"" is like ""Citizen Kane"". The talentless cast are costumed in cheap, J.C. Penney ""Goin' to Church"" clothes, and there isn't the slightest attempt at period hairstyles or make-up. If you really want to see how this sort of ""homage"" can work, check out ""The Lost Skeleton of Cadavra""--It's clever, well-written, and best of all, performed by actual actors who aren't such agony to watch. For that matter, seek out the work of Phoenix artist Paul Wilson whose Sci-Fi short ""The Attack of the 70 foot Courtesy Lady"" leaves this film in the dust. The people in Terror In the Tropics look and sound like they were pulled off the street and given their scripts to read during the one and only take. This is an insult to Bela Lugosi, Boris Karloff, Lon Chaney, and anyone else involved in the films they cannibalized to make this schlock-fest! Money isn't the problem--A lot can be accomplished with very little expense. A good script, decent actors, and above Z-Grade costumes and production design should have been a given before the so-called director created this stinky pile of cinematic offal. Let's hope the ""promise"" of a sequel doesn't come true--That was by far the scariest thing shown in the whole movie!!",negative
